32x aburner	冲破火网2 (欧洲)
a2600 sorcerer	黑道惊魂
a2600 spaceatt	太空入侵者
a2600 spaceatte	太空入侵者 (PAL)
a2600 spaceinv	太空侵略者
a2600 spaceinv1	太空侵略者 (替换版)
a2600 spaceinvc	太空侵略者 (CCE)
a2600 spaceinve	太空侵略者 (PAL)
a2600 spaceinvf	太空侵略者 (修复?)
a2600 spaceware	时空跳跃 (PAL)
a2600 spcrocks	太空岩石 (RC7, NTSC)
a2600 spcrockse	太空岩石 (RC7, PAL)
a2600 spidermn	蜘蛛侠
a2600 spidermne	蜘蛛侠 (PAL)
a2600 spidermneq	蜘蛛侠 (PAL) (Quelle)
a2600 spidfght	蜘蛛大战
a2600 spidfghtc	蜘蛛大战 (CCE)
a2600 spidfghtdv	蜘蛛大战 (Digivision)
a2600 spidfghtdy	蜘蛛大战 (Dynacom)
a2600 spidfghte1	蜘蛛大战 (PAL) (未知)
a2600 spidfghti	蜘蛛大战 (Intellivision)
a2600 spitfire	喷火式战斗机
a2600 springer	跳跃者
a2600 springere	跳跃者 (PAL)
a2600 spyhunt	间谍猎手车
a2600 spyvsspy	谍对谍 (PAL)
a2600 squest	解谜探索
a2600 squeste	解谜探索 (PAL)
a2600 sracere	街头赛车手 (PAL)
a2600 stampede	惊慌逃窜
a2600 stampedee1	惊慌逃窜 (PAL) (未知)
a2600 stampedei	惊慌逃窜 (Intellivision)
a2600 starfire	星际火炮 (NTSC)
a2600 starfiree	星际火炮 (PAL)
a2600 starfox	星际火狐
a2600 stargate	星际之门
a2600 stargatee	星际之门 (PAL)
a2600 steeplec	障碍赛跑
a2600 steeplecp	障碍赛跑 (原型版 19800415)
a2600 steeplev	障碍赛跑 (PAL)
a2600 stennisc	超级网球 (CCE)
a2600 stennist	超级网球 (Tron)
a2600 stoneage	石器时代
a2600 strategx	大战略 X
a2600 strategxe	大战略 X (PAL)
a2600 stuntcyc	特技自行车 (原型版 19800721)
a2600 subcomm	潜艇指挥官
a2600 sumgames	夏季运动会
a2600 sumgamese	夏季运动会 (PAL)
a2600 superbas	无限胜负
a2600 superbasc	无限胜负 (CCE)
a2600 superbase	无限胜负 (PAL)
a2600 superman	超人
a2600 supermanc	超人 (CCE)
a2600 supermane	超人 (PAL)
a2600 supermane1	超人 (PAL) (未知)
a2600 supermanf	超人 (修复?)
a2600 supfootb	超级足球
a2600 supfootbe	超级足球 (PAL)
a2600 supsoccrdv	超级编队足球
a2600 surfsup	冲浪季节 (原型版)
a2600 surfsup1	冲浪季节 (原型版, 替换版)
a2600 svoyager	宇宙创世纪
a2600 svoyagerc	宇宙创世纪 (CCE)
a2600 svoyagerc1	宇宙创世纪 (CCE, 替换版)
a2600 svoyagere	宇宙创世纪 (PAL)
a2600 tapper	酒保
a2600 targ	赛车杀阵 (原型版)
a2600 tempest	骚动 (原型版 19840105)
a2600 tennis1	网球 (未知)
a2600 tennisc	网球 (CCE)
a2600 tennise	网球 (PAL)
a2600 tennisepb	网球 (PAL) (Pet Boat)
a2600 tennishv	网球 (Home Vision)
a2600 tennism	网球 (Milmar)
a2600 tennissg	网球 (Star Game)
a2600 tennisz	网球 (Zirok)
a2600 threshol	致命临界点
a2600 threshole	致命临界点 (PAL)
a2600 timeplt	时空大战
a2600 timewarp	时空扭曲
a2600 timewarp1	时空扭曲 (未知)
a2600 timewarpc	时空扭曲 (CCE)
a2600 timewarpe	时空扭曲 (PAL)
a2600 timewarpe1	时空扭曲 (PAL) (未知)
a2600 tomarc	野蛮人托马克
a2600 trackfld	田径赛
a2600 treasisl	金银岛 (PAL)
a2600 turbo	极速赛车 (NTSC, 原型版)
a2600 turmoil	风暴战机
a2600 turmoile	风暴战机 (PAL) (未知)
a2600 tutankhm	图坦卡门
a2600 tutankhme	图坦卡门 (PAL)
a2600 vanguard	先峰号
a2600 vanguardc	先峰号 (CCE)
a2600 vanguarde	先峰号 (PAL)
a2600 vanguardp	先峰号 (原型版)
a2600 vanguardv	先峰号 (VGS)
a2600 venture	冒险
a2600 venturea	冒险 (Atari)
a2600 venturee	冒险 (PAL)
a2600 venturep	冒险 (原型版)
a2600 videopine	电视弹珠台 (PAL)
a2600 videopine1	电视弹珠台 (PAL) (未知)
a2600 volleybd	排球 (Digitel)
a2600 volleybeq	排球 (PAL) (Quelle)
a2600 volleybm	排球 (Milmar)
a2600 volleybr	排球 (Robby)
a2600 warlords	群雄争霸
a2600 warlordse	群雄争霸 (PAL)
a2600 wingames	冬季奥运会
a2600 wingamese	冬季奥运会 (PAL)
a2600 wings	长空之翼 (原型版 19831010)
a2600 wings1	长空之翼 (原型版 19830603)
a2600 wingwar	翼战 (PAL)
a2600 wizard	巫士 (原型版)
a2600 wizard1	巫士 (原型版, 替换版)
a2600 wormwar	蠕虫战争
a2600 wormwarc	蠕虫战争 (CCE)
a2600 wormware	蠕虫战争 (PAL) (未知)
a2600 wow	神奇术士
a2600 wowe	神奇术士 (PAL)
a2600 wowp	神奇术士 (原型版)
a2600 xenophob	惧外者
a2600 xenophobe	惧外者 (PAL)
a2600 xevious	铁板阵 (原型版 19840118)
a2600 xevious1	铁板阵 (原型版 19830802)
a2600 xevious2	铁板阵 (原型版 19830525)
a2600 xeviousc	铁板阵 (CCE)
a2600 yarsrev	亚尔斯复仇
a2600 yarsreve	亚尔斯复仇 (PAL)
a2600 yarsrevp	亚尔斯复仇 (原型版, 09-01-81)
a2600 zaxxon	立体空战
a2600 zaxxone	立体空战 (PAL)
a2600_cass labyrint	旋转滚球 (原型版)
a2600_cass labyrinta	旋转滚球 (原型版, 替换版)
a2600_cass meteroid	太空武力Meteoroids (原型版)
a2600_cass mindmstr	迷宫逃生
a2600_cass mindmstre	迷宫逃生 (PAL)
a2600_cass mindmstrepv	迷宫逃生 (预览) (PAL)
a2600_cass mindmstrpv	迷宫逃生 (预览)
a5200 achase	飞碟射击
a5200 aep	防御炮台 (原型版)
a5200 asteroid	小行星 (原型版)
a5200 ballblaz	滚球大战
a5200 bbsb	赏金鲍勃反击
a5200 beamridr	激光骑士
a5200 berzerk	迷宫射击
a5200 blaster	道路爆破 (原型版)
a5200 blckbelt	黑带 (原型版)
a5200 boogie	布吉摇摆 (演示版)
a5200 buckrog	巴克罗杰斯-行星区域
a5200 bzone	战区 (原型版)
a5200 bzonea	战区 (原型版, 替换版)
a5200 centiped	蜈蚣
a5200 choplift	救援直升机
a5200 congo	刚果阿古
a5200 defender	防御者
a5200 digdug	挖金子
a5200 docastle	小丑先生的城堡
a5200 friskyt	水管工汤姆 (原型版)
a5200 frogger	青蛙过街
a5200 galaxian	小蜜蜂
a5200 gorf	高尔夫
a5200 gremlins	小魔怪
a5200 gyruss	太空射击战
a5200 hero	直升机紧急救援行动
a5200 jbond	詹姆斯邦德
a5200 joust	鸟骑士
a5200 jungleh	丛林求生记-丛林探险
a5200 kaboom	大爆炸
a5200 kangaroo	袋鼠
a5200 keykaper	追捕犯人
a5200 laststar	最后的星际斗士 (原型版)
a5200 mario	马里奥兄弟
a5200 meteorit	流星
a5200 milliped	马陆 (原型版)
a5200 mine2049	矿工2049
a5200 missile	导弹指令
a5200 mking	山丘之王
a5200 montezum	蒙特祖玛的复仇
a5200 mpatrol	月球侦察队
a5200 mspacman	吃豆女精灵
a5200 pacman	吃豆小精灵
a5200 pengo	碰碰冰
a5200 pitfall	陷阱!
a5200 polepos	顶尖赛手
a5200 poleposp	顶尖赛手 (原型版 133-05)
a5200 popeye	大力水手
a5200 qbert	吸盘小子
a5200 qix	画线
a5200 quintana	探索金塔纳罗奥
a5200 riveraid	运河大战
a5200 roadrun	哔哔鸟与歪心狼 (原型版)
a5200 robotron	机器人: 2084
a5200 sbrkout	超级打砖王
a5200 scobra	超级眼镜蛇
a5200 spaceinv	太空侵略者
a5200 spacman	超级吃豆人 (原型版)
a5200 spcedngn	太空危城
a5200 spitfire	超级火力 (原型版)
a5200 stargate	星际之门 (原型版)
a5200 startrek	星舰迷航记-企业号
a5200 tempest	骚动 (原型版)
a5200 trackfld	田径赛 (原型版)
a5200 vanguard	先峰号
a5200 wow	神奇术士
a5200 xevious	铁板阵 (原型版)
a5200 zaxxon	立体空战
a5200 zenji	旋转迷宫
a7800 1on1	1对1篮球 (PAL)
a7800 1on1u	1对1篮球 (NTSC)
a7800 aceoface	王中王 (PAL)
a7800 aceofaceu	王中王 (NTSC)
a7800 astdelux	爆破彗星豪华版 (PAL)
a7800 astdeluxu	爆破彗星豪华版 (NTSC)
a7800 asteroid	小行星 (NTSC)
a7800 astrob	银河号太空船 (NTSC)
a7800 astrof	宇宙战机 (NTSC)
a7800 ballblaz	滚球大战 (PAL)
a7800 ballblazu	滚球大战 (NTSC)
a7800 baseball	棒球 (PAL)
a7800 centiped	蜈蚣 (PAL)
a7800 centipedu	蜈蚣 (NTSC)
a7800 choplift	救援直升机 (PAL)
a7800 chopliftu	救援直升机 (NTSC)
a7800 commando	战场之狼 (PAL)
a7800 commandou	战场之狼 (NTSC)
a7800 crossbow	弩手 (PAL)
a7800 crossbowu	弩手 (NTSC)
a7800 ddragon	双截龙 (PAL)
a7800 ddragonu	双截龙 (NTSC)
a7800 digdug	挖金子 (PAL)
a7800 digdugu	挖金子 (NTSC)
a7800 dkong	大金刚 (PAL)
a7800 dkongjr	大金刚Jr. (PAL)
a7800 dkongjru	大金刚Jr. (NTSC)
a7800 dkongu	大金刚 (NTSC)
a7800 dkongxm	大金刚 (PAL, 演示版, XM enhanced, V1.2)
a7800 dkongxmcc	大金刚 (PAL/NTSC, 演示版, XM enhanced, 较老的, for CC2 board)
a7800 dkongxmo	大金刚 (PAL, 演示版, XM enhanced, 较老的)
a7800 dkongxmou	大金刚 (NTSC, 演示版, XM enhanced, 较老的)
a7800 dkongxmps	大金刚 (PAL, 演示版, XM enhanced, V1.2, for ProSystem Emulator)
a7800 dkongxmu	大金刚 (NTSC, 演示版, XM enhanced, V1.2)
a7800 dkongxmups	大金刚 (NTSC, 演示版, XM enhanced, V1.2, for ProSystem Emulator)
a7800 fatalrun	死亡冲刺 (PAL)
a7800 fatalrunu	死亡冲刺 (NTSC)
a7800 foodf	食物大战 (PAL)
a7800 foodfu	食物大战 (NTSC)
a7800 foodfup	食物大战 (NTSC, 原型版)
a7800 galaga	大蜜蜂 (PAL)
a7800 galagau	大蜜蜂 (NTSC)
a7800 hangly	吃豆子 (NTSC)
a7800 hattrick	单打曲棍球 (PAL)
a7800 hattricku	单打曲棍球 (NTSC)
a7800 ikari	怒 (PAL)
a7800 ikariu	怒 (NTSC)
a7800 impmiss	谍中谍 (PAL)
a7800 impmissu	谍中谍 (NTSC)
a7800 joust	鸟骑士 (PAL)
a7800 joustu	鸟骑士 (NTSC)
a7800 jrpacman	吃豆小精灵 (NTSC)
a7800 karateka	空手道 (PAL)
a7800 karatekau	空手道 (NTSC)
a7800 klax	克力斯方块 (NTSC, 原型版)
a7800 kungfum	斯巴达X (PAL)
a7800 kungfumu	斯巴达X (NTSC)
a7800 mario	马里奥兄弟 (PAL)
a7800 mariou	马里奥兄弟 (NTSC)
a7800 mia	绿色军团 (原型版)
a7800 mooncrst	登陆艇 (PAL)
a7800 mooncrstu	登陆艇 (NTSC)
a7800 mspacman	吃豆女精灵 (PAL)
a7800 mspacmanu	吃豆女精灵 (NTSC)
a7800 pacman	吃豆小精灵 (NTSC)
a7800 pacplus	吃豆人加强 (NTSC)
a7800 pitfight	致命搏击 (原型版)
a7800 polepos2	顶尖赛手2 (PAL)
a7800 polepos2p	顶尖赛手2 (原型版)
a7800 polepos2u	顶尖赛手2 (NTSC)
a7800 rampage	怪兽大毁灭 (NTSC)
a7800 rampart	堡垒防御 (原型版)
a7800 robotron	机器人: 2084 (NTSC)
a7800 scramble	紧急起飞 (NTSC)
a7800 sirius	天狼号 (原型版)
a7800 spacduel	决战外太空 (PAL)
a7800 spacduelu	决战外太空 (NTSC)
a7800 spaceinv	太空入侵者 (PAL)
a7800 spaceinvu	太空入侵者 (NTSC)
a7800 sumgames	夏季运动会 (NTSC)
a7800 superpac	超级吃豆人 (PAL)
a7800 superpacu	超级吃豆人 (NTSC)
a7800 waterski	滑水 (NTSC)
a7800 wingames	冬季奥运会 (NTSC)
a7800 wingameso	冬季奥运会 (NTSC, 较老的?)
a7800 xenophob	惧外者 (PAL)
a7800 xenophobu	惧外者 (NTSC)
a7800 xevious	铁板阵 (PAL)
a7800 xeviousu	铁板阵 (NTSC)
a7800 xeviousup	铁板阵 (NTSC, 原型版)
a800 achase	飞碟射击
a800 achase1	飞碟射击 (re-badged)
a800 alphazoo	字母动物园
a800 apshai	阿帕莎之路
a800 asteroid	小行星
a800 atlantis	亚特兰蒂斯
a800 baseball	棒球
a800 bbsb	赏金鲍勃反击
a800 bbsba	赏金鲍勃反击 (替换版)
a800 bcquest	原始人车轮探险记
a800 bdash	岩层冲刺
a800 beamridr	激光骑士
a800 berzerk	迷宫射击 (原型版)
a800 blaster	道路爆破 (原型版)
a800 bristles	搭电梯
a800 bsktball	篮球
a800 buckrog	巴克罗杰斯-行星区域
a800 ccastles	水晶城堡 (原型版)
a800 centiped	蜈蚣
a800 centpedp	蜈蚣 (原型版)
a800 chess	国际象棋
a800 chicken	懦夫
a800 choplift	救援直升机
a800 compchss	计算机国际象棋
a800 congo	刚果阿古
a800 decathln	十项全能运动
a800 defender	防御者
a800 defendr2	防御者 (修订版 2)
a800 demonatk	恶魔进攻
a800 digdug	挖金子
a800 digduga	挖金子 (早期 发行版)
a800 dkong	大金刚
a800 dkongjr	大金刚Jr.
a800 dncfntsy	舞曲幻想
a800 docastle	小丑先生的城堡 (原型版)
a800 dropzone	跌落地带
a800 embargo	禁运
a800 espial	星球战略
a800 explorer	街机探险家 (原型版)
a800 facemakr	脸型制作
a800 forthntr	财富猎人
a800 fracfevr	狂热分数
a800 frogger	青蛙过街
a800 fvoyage	怪诞旅程
a800 galaxian	小蜜蜂
a800 goldmine	金矿
a800 gorf	高尔夫
a800 gyruss	太空射击战
a800 hero	直升机紧急救援行动
a800 jbond	詹姆斯邦德007
a800 jmpmanjr	弹跳少年
a800 journey	太空之旅
a800 joust	鸟骑士
a800 jrpacman	吃豆小精灵 (reproduction)
a800 jungleh	丛林求生记-丛林探险
a800 kaboom	大爆炸
a800 kangaroo	袋鼠 (原型版)
a800 keykaper	追捕犯人
a800 laststar	最后的星际斗士 (原型版)
a800 leeper	利浦学习
a800 linklogc	逻辑链接
a800 logiclvl	逻辑层次
a800 mash	陆军野战医院
a800 memmanor	记忆庄园
a800 meteor	流星 (盗版)
a800 milliped	马陆
a800 millpedp	马陆 (原型版)
a800 min2049e	矿工2049 (早期 发行版)
a800 mine2049	矿工2049
a800 missile	导弹指令
a800 mking	山丘之王
a800 montezum	蒙特祖玛的复仇 (原型版)
a800 mpatrol	月球侦察队
a800 mrtnt	炸药先生
a800 mspacman	吃豆女精灵
a800 mspacmang	吃豆女精灵 (Green Cherry 版本)
a800 oilswell	油井
a800 pacman	吃豆小精灵
a800 pastfind	考古号
a800 pengo	碰碰冰
a800 pitfall	陷阱!
a800 pitfall2	陷阱 II - 迷失洞穴
a800 pitstop	停车加油
a800 polepos	顶尖赛手
a800 popeye	大力水手 (美国)
a800 popeyee	大力水手 (欧洲)
a800 popeyep	大力水手 (原型版, 19830829)
a800 popeyep1	大力水手 (原型版, WIP8)
a800 porkys	波基
a800 qbert	吸盘小子
a800 qix	画线
a800 rackemup	撞球高手 - 折磨 (re-badged)
a800 risk	危机 (原型版)
a800 riveraid	运河大战
a800 satan	射击谷 (未发布)
a800 sbrkout	超级打砖王
a800 scobra	超级眼镜蛇
a800 shamus	私人侦探
a800 soccer	足球
a800 spaceinv	太空侵略者
a800 spacman	超级吃豆人 (原型版)
a800 springer	跳跃者
a800 spyhunt	间谍猎手车
a800 stargate	星际之门 (原型版)
a800 subcomm	潜艇指挥官
a800 szaxxon	超级立体空战
a800 tennis	网球
a800 trackfld	田径运动场
a800 turmoil	风暴战机
a800 wow	神奇术士
a800 xfire	穿越火线
a800 zaxxon	立体空战
a800 zenji	旋转迷宫
a800 zybex	合贝斯
a800_cass zaxxon	立体空战 (第1套)
a800_cass zaxxona	立体空战 (第2套)
a800_flop brucelee	李小龙 (破解版)
a800_flop cloderun	淘金者锦标赛
a800_flop kangaroo	袋鼠
a800_flop loderunr	淘金者
a800_flop montzuma	蒙特祖玛的复仇
a800_flop necroman	巫师
a800_flop ninja	忍者
a800_flop silents	寂静潜艇
a800_flop spyvspy	谍对谍
a800_flop spyvspyi	谍对谍 - 岛屿雀跃 (破解版)
a800_flop zorro	三角射击方块
a800_flop zybex	合贝斯 (Ned)
adam_cass buckrog	巴克罗杰斯-行星区域
adam_cass buckroga	巴克罗杰斯-行星区域 (替换版)
adam_cass dkong	大金刚
adam_cass dkongjr	大金刚J
adam_cass dkongjrp13	大金刚J (原型版, 修订版 13, 5 screen)
adam_cass dkongjrp14	大金刚J (原型版, 修订版 14, 5 screen)
adam_cass dlair	龙穴历险
adam_cass evolutio	进化
adam_cass famfeud	家庭斗争
adam_cass subroc	萨布洛克 (原型版)
adam_cass zaxxon	立体空战
adam_flop bcquest2	原始人车轮探险记 II - 格洛格的复仇 (Can)
adam_flop bounty	赏金猎人
adam_flop brainstm	头脑风暴
adam_flop brainstma	头脑风暴 (替换版)
adam_flop buckrog	巴克罗杰斯-行星区域
adam_flop buckroga	巴克罗杰斯-行星区域 (替换版)
adam_flop buckrogb	巴克罗杰斯-行星区域 (替换版 2)
adam_flop campaign	竞选 '84
adam_flop dambustr	轰炸鲁尔水坝
adam_flop dambustra	轰炸鲁尔水坝 (替换版)
adam_flop demondrg	邪魔与龙
adam_flop demondrga	邪魔与龙 (替换版)
adam_flop diablo	暗黑破坏神
adam_flop diabloa	暗黑破坏神 (替换版)
adam_flop diablob	暗黑破坏神 (替换版 2)
adam_flop dkong	大金刚
adam_flop dkonga	大金刚 (替换版)
adam_flop dkongjr	大金刚J
adam_flop dkongjra	大金刚J (替换版)
adam_flop dkongjrp13	大金刚J (原型版, 修订版 13, 5 screen)
adam_flop dkongjrp14	大金刚J (原型版, 修订版 14, 5 screen)
adam_flop dlair	龙穴历险
adam_flop dlaira	龙穴历险 (替换版)
adam_flop evolutio	进化
adam_flop famfeud	家庭斗争
adam_flop famfeuda	家庭斗争 (替换版)
adam_flop frontlin	前线 (演示版)
adam_flop frontlina	前线 (演示版, 替换版)
adam_flop patience	忍耐
adam_flop skiing	滑雪
adam_flop sorcerer	黑道惊魂
adam_flop steamrol	蒸汽压路机
adam_flop strippok	脱衣扑克
adam_flop subroc	萨布洛克 (原型版)
adam_flop wordfeud	拼词游戏
adam_flop yolks	保护鸡蛋
adam_flop zaxxon	立体空战
adam_flop zaxxona	立体空战 (替换版)
adam_flop zaxxonb	立体空战 (替换版 2)
advision codered	红色警戒
advision defender	防御者
advision scobra	超级眼镜蛇
advision spacefrc	太空武力
advision turtles	乌龟冒险
alice32 slalom	障碍滑雪
alphasmart_kapps calc_uk_3_02	计算器 (3.02, 英语 (英国))
amigaaga_flop aladdin	阿拉丁 (欧洲)
amigaaga_flop alfred_a	神鸡阿尔佛雷德 (欧洲, AGA)
amigaaga_flop bubble_a	泡泡与史威克 (欧洲, AGA)
amigaaga_flop chaos2_a	混乱机车2 (欧洲, AGA)
amigaaga_flop chaose_a	混乱引擎 (欧洲, AGA)
amigaaga_flop civilz_a	文明 (欧洲, AGA, v.855e.01)
amigaaga_flop dennis_a	丹尼斯 (欧洲, AGA)
amigaaga_flop dennis_add	丹尼斯 (欧洲, AGA, Desktop Dynamite Pack)
amigaaga_flop exile_a	放逐-时之狭间 (欧洲, AGA)
amigaaga_flop guardian	星球守护者 (欧洲)
amigaaga_flop jpark_a	侏罗纪公园 (欧洲, AGA)
amigaaga_flop jpond2_a	詹姆斯庞德2-代号罗伯得 (欧洲, AGA)
amigaaga_flop jstrik_a	丛林打击 (欧洲, AGA)
amigaaga_flop koff3e_a	中线开球3-欧洲挑战赛 (欧洲, AGA, Soccer Stars '96)
amigaaga_flop lionking	狮子王 (欧洲)
amigaaga_flop mansel_a	尼格尔曼塞尔-世界冠军 (欧洲, AGA)
amigaaga_flop oscar_a	奥斯卡 (欧洲, AGA, Desktop Dynamite)
amigaaga_flop outlunch	逃跑的午餐欧版 (欧洲)
amigaaga_flop pbfant_a	幻想弹珠台 (欧洲, AGA)
amigaaga_flop pbfant_c1	幻想弹珠台 (AGA, 破解版)
amigaaga_flop pbfantu_a	幻想弹珠台 (美国, AGA)
amigaaga_flop pbmania	狂热弹珠台 (欧洲)
amigaaga_flop pbmania1	狂热弹珠台 (欧洲, A1200 SW Package)
amigaaga_flop pgaeur_a	美国职业高尔夫球巡回赛-欧洲巡回赛 (欧洲, AGA)
amigaaga_flop rotr_a	机器风云 (欧洲, AGA)
amigaaga_flop secnds_a	武士魂 (欧洲, AGA)
amigaaga_flop shaqfu	夏福 (欧洲)
amigaaga_flop simcit2k	模拟城市2000 (欧洲)
amigaaga_flop simcit2kg	模拟城市2000 (德国)
amigaaga_flop skelkrew	血骷髅 (欧洲, 19950112)
amigaaga_flop sockid_a	足球小子 (欧洲, AGA)
amigaaga_flop ssf2t	超级街头霸王2加速版 (欧洲)
amigaaga_flop strek25	星际迷航-25周年纪念 (欧洲)
amigaaga_flop strek25f	星际迷航-25周年纪念 (法国)
amigaaga_flop strek25g	星际迷航-25周年纪念 (德国)
amigaaga_flop surfninj	忍者大追杀 (欧洲)
amigaaga_flop themep_a	主题公园DS (欧洲, AGA)
amigaaga_flop topgr2_a	最高档2 (欧洲, AGA)
amigaaga_flop totalc_a	绝地大屠杀 (欧洲, AGA)
amigaaga_flop whizz_a	飕飕兔 (欧洲, AGA)
amigaaga_flop whizza_a	飕飕兔 (欧洲, AGA, A1200 SW Package)
amigaaga_flop zool_a	忍者猫眼 (欧洲, AGA)
amigaecs_flop epic	史诗 (欧洲, A600 HD)
amigaecs_flop f1wce	一级方程式世界冠军赛 (欧洲)
amigaecs_flop rotr	机器风云 (欧洲)
amigaecs_flop whizz	飕飕兔 (欧洲)
amigaocs_flop 1stdmang	第一部长 (欧洲)
amigaocs_flop 3dtennis	国际 3D 网球 (欧洲, Super Sim Pack)
amigaocs_flop 3stooges	三个臭皮匠 (欧洲)
amigaocs_flop 3stoogesu	三个臭皮匠 (美国)
amigaocs_flop 4x4offrd	4x4 越野赛车 (美国)
amigaocs_flop 688atsub	688攻击潜艇 (欧洲)
amigaocs_flop aaargh	怒战 (欧洲)
amigaocs_flop abcfoot	美国广播公司-周一橄榄球之夜 (美国, v1.1)
amigaocs_flop aburner	冲破火网 (欧洲)
amigaocs_flop aburneru	冲破火网 (美国)
amigaocs_flop actionfg	战斗任务 (欧洲, Les Fous du Volant)
amigaocs_flop actionfgk	战斗任务 (欧洲, Budget)
amigaocs_flop addfam	亚当斯一家 (欧洲)
amigaocs_flop airborne	空降游骑兵 (欧洲)
amigaocs_flop alfred	神鸡阿尔佛雷德 (欧洲)
amigaocs_flop alien3	外星人³ (欧洲)
